No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
45374,2015,3,6,13,1,257,232,218,215,-9,28,1018,8,SE,4.92,0,0
45375,2015,3,6,14,1,250,231,210,215,-10,26,1017,8,SE,8.94,0,0
45376,2015,3,6,15,1,229,210,196,189,-9,26,1016,9,SE,12.96,0,0
45377,2015,3,6,16,1,242,220,202,211,-9,25,1015,10,SE,16.98,0,0
45378,2015,3,6,17,1,269,242,235,231,-8,29,1015,9,SE,20.11,0,0
45379,2015,3,6,18,1,285,281,238,243,-8,31,1015,8,cv,0.89,0,0
45380,2015,3,6,19,1,299,303,254,253,-7,41,1016,5,SE,0.89,0,0
45381,2015,3,6,20,1,310,319,275,286,-7,41,1016,5,SE,2.68,0,0
45382,2015,3,6,21,1,304,321,291,288,-7,47,1017,3,cv,0.89,0,0
45383,2015,3,6,22,1,314,331,301,316,-7,47,1017,3,cv,1.78,0,0
45384,2015,3,6,23,1,317,344,322,313,-7,55,1017,1,cv,2.67,0,0
45385,2015,3,7,0,1,354,334,307,301,-6,59,1017,1,NE,1.79,0,0
45386,2015,3,7,1,1,358,326,307,280,-6,59,1017,1,cv,0.45,0,0
45387,2015,3,7,2,1,346,327,294,281,-6,74,1017,-2,NE,0.89,0,0
45388,2015,3,7,3,1,330,330,291,276,-5,74,1017,-1,cv,0.89,0,0
45389,2015,3,7,4,1,305,315,293,262,-6,74,1017,-2,NW,1.79,0,0
45390,2015,3,7,5,1,281,309,287,240,-7,73,1018,-3,NE,0.89,0,0
45391,2015,3,7,6,1,269,288,263,244,-6,74,1018,-2,cv,0.89,0,0
45392,2015,3,7,7,1,250,275,241,221,-7,79,1019,-4,NE,1.79,0,0
45393,2015,3,7,8,1,251,286,243,220,-4,80,1020,-1,cv,0.89,0,0
45394,2015,3,7,9,1,247,274,248,222,-4,52,1020,5,cv,1.78,0,0
45395,2015,3,7,10,1,251,264,243,234,-4,45,1021,7,cv,2.67,0,0
45396,2015,3,7,11,1,239,258,225,219,-3,42,1020,9,SE,1.79,NA,NA
45397,2015,3,7,12,1,238,247,216,211,-3,39,1020,10,SE,4.92,0,0
45398,2015,3,7,13,1,253,281,232,197,-4,34,1019,11,SE,8.94,0,0
45399,2015,3,7,14,1,213,222,207,176,-3,34,1018,12,SE,12.07,0,0
45400,2015,3,7,15,1,212,223,210,190,-3,34,1018,12,SE,15.2,0,0
45401,2015,3,7,16,1,226,227,203,194,-2,37,1017,12,SE,19.22,0,0
45402,2015,3,7,17,1,226,234,211,200,-3,37,1017,11,SE,23.24,0,0
45403,2015,3,7,18,1,232,234,204,201,-2,42,1017,10,SE,26.37,0,0
45404,2015,3,7,19,1,248,248,214,214,-2,49,1018,8,SE,28.16,0,0
45405,2015,3,7,20,1,264,258,232,226,-2,56,1019,6,SE,29.95,0,0
45406,2015,3,7,21,1,273,275,241,231,-1,56,1019,7,SE,31.74,0,0
45407,2015,3,7,22,1,269,249,235,220,-1,65,1020,5,cv,0.89,0,0
45408,2015,3,7,23,1,255,237,233,213,-1,65,1020,5,SE,1.79,0,0
45409,2015,3,8,0,1,243,227,206,201,-2,64,1019,4,SE,3.58,0,0
45410,2015,3,8,1,1,232,230,216,217,-1,74,1019,3,cv,0.89,0,0
45411,2015,3,8,2,1,247,243,232,228,-3,64,1019,3,cv,1.78,0,0
45412,2015,3,8,3,1,255,243,227,217,-2,86,1018,0,NE,0.89,0,0
45413,2015,3,8,4,1,258,233,223,223,-4,86,1018,-2,NW,1.79,0,0
45414,2015,3,8,5,1,245,234,218,203,-3,86,1018,-1,SE,1.79,0,0
45415,2015,3,8,6,1,226,230,203,214,-3,80,1019,0,NW,1.79,0,0
45416,2015,3,8,7,1,251,234,212,238,-4,74,1019,0,cv,0.89,0,0
45417,2015,3,8,8,1,268,289,245,256,-2,74,1020,2,NW,0.89,0,0
45418,2015,3,8,9,1,281,307,301,245,-1,69,1021,4,cv,0.89,0,0
45419,2015,3,8,10,1,261,273,244,237,-2,52,1022,7,NE,4.02,0,0
45420,2015,3,8,11,1,160,191,179,125,-3,42,1022,9,NW,4.02,0,0
45421,2015,3,8,12,1,30,81,36,12,-6,29,1022,11,NW,8.04,0,0
45422,2015,3,8,13,1,12,14,9,12,-9,22,1022,12,SE,1.79,0,0
45423,2015,3,8,14,1,13,17,11,11,-12,16,1022,13,cv,1.79,0,0
45424,2015,3,8,15,1,15,19,9,12,-17,10,1022,13,NW,8.05,0,0
45425,2015,3,8,16,1,12,16,12,9,-18,9,1022,13,NW,16.1,0,0
45426,2015,3,8,17,1,6,12,9,10,-18,10,1023,12,NW,24.15,0,0
45427,2015,3,8,18,1,12,10,7,7,-20,10,1024,10,NW,31.3,0,0
45428,2015,3,8,19,1,18,16,15,8,-21,10,1025,8,NW,38.45,0,0
45429,2015,3,8,20,1,13,11,8,14,-20,12,1026,7,NW,45.6,0,0
45430,2015,3,8,21,1,10,10,14,9,-20,13,1028,6,NW,52.75,0,0
45431,2015,3,8,22,1,19,23,17,17,-21,13,1029,5,NW,60.8,0,0
45432,2015,3,8,23,1,15,21,15,10,-25,9,1031,4,NW,70.63,0,0
45433,2015,3,9,0,1,11,20,14,7,-25,11,1031,2,NW,78.68,0,0
45434,2015,3,9,1,1,11,13,14,10,-24,13,1032,1,NW,88.51,0,0
45435,2015,3,9,2,1,10,7,12,5,-25,13,1033,0,NW,98.34,0,0
45436,2015,3,9,3,1,5,7,11,5,-23,16,1034,-1,NW,108.17,0,0
45437,2015,3,9,4,1,11,9,5,4,-23,18,1034,-2,NW,115.32,0,0
45438,2015,3,9,5,1,4,3,3,4,-24,18,1035,-3,NW,121.13,0,0
45439,2015,3,9,6,1,4,6,7,3,-22,21,1036,-3,NE,4.02,0,0
45440,2015,3,9,7,1,3,6,9,2,-22,23,1036,-4,NE,8.04,0,0
45441,2015,3,9,8,1,3,4,6,6,-22,21,1037,-3,NE,13.85,0,0
45442,2015,3,9,9,1,3,5,5,15,-23,18,1038,-2,NE,19.66,0,0
45443,2015,3,9,10,1,3,9,4,8,-23,18,1038,-2,NE,24.58,0,0
45444,2015,3,9,11,1,8,6,6,10,-24,15,1038,-1,NE,30.39,0,0
45445,2015,3,9,12,1,12,11,7,9,-27,11,1038,0,NE,35.31,0,0
45446,2015,3,9,13,1,12,13,5,8,-28,9,1037,1,NE,39.33,0,0
45447,2015,3,9,14,1,12,12,15,10,-29,6,1036,5,NW,7.15,0,0
45448,2015,3,9,15,1,9,23,9,11,-30,5,1035,5,NW,16.09,0,0
45449,2015,3,9,16,1,8,12,9,8,-28,8,1035,3,NE,4.92,0,0
45450,2015,3,9,17,1,7,13,6,5,-28,7,1034,4,NE,8.05,0,0
45451,2015,3,9,18,1,10,13,6,8,-27,10,1035,1,NW,3.13,0,0
45452,2015,3,9,19,1,8,10,3,8,-29,7,1036,2,NW,8.94,0,0
45453,2015,3,9,20,1,13,13,9,9,-30,7,1036,1,NW,13.86,0,0
45454,2015,3,9,21,1,15,6,3,8,-29,8,1037,1,NW,18.78,0,0
45455,2015,3,9,22,1,16,10,7,10,-26,13,1037,-2,NW,21.91,0,0
45456,2015,3,9,23,1,10,8,13,8,-26,12,1037,-1,NW,25.93,0,0
45457,2015,3,10,0,1,10,13,8,9,-25,17,1037,-4,NW,29.06,0,0
45458,2015,3,10,1,1,8,12,10,7,-24,18,1037,-3,NW,33.08,0,0
45459,2015,3,10,2,1,7,8,8,4,-26,13,1037,-2,NW,37.1,0,0
45460,2015,3,10,3,1,12,10,8,2,-23,19,1036,-3,cv,0.89,0,0
45461,2015,3,10,4,1,13,12,10,7,-23,24,1036,-6,NW,0.89,0,0
45462,2015,3,10,5,1,15,18,10,8,-18,41,1035,-7,cv,0.89,0,0
45463,2015,3,10,6,1,15,25,3,22,-18,41,1035,-7,SE,0.89,0,0
45464,2015,3,10,7,1,39,53,25,33,-17,44,1035,-7,cv,0.89,0,0
45465,2015,3,10,8,1,58,49,32,38,-20,22,1035,-1,cv,2.68,0,0
45466,2015,3,10,9,1,45,41,37,25,-24,13,1034,1,NW,3.13,0,0
45467,2015,3,10,10,1,23,18,17,8,-23,12,1033,3,cv,0.89,0,0
45468,2015,3,10,11,1,12,NA,14,16,-22,11,1032,6,NW,3.13,0,0
45469,2015,3,10,12,1,15,NA,3,15,-23,9,1030,7,cv,1.79,0,0
45470,2015,3,10,13,1,31,7,10,26,-22,9,1028,8,NW,3.13,0,0
45471,2015,3,10,14,1,52,35,38,37,-22,9,1027,8,cv,3.13,0,0
45472,2015,3,10,15,1,46,42,43,39,-21,10,1025,9,SE,5.81,0,0
45473,2015,3,10,16,1,41,36,35,35,-21,10,1025,8,SE,11.62,0,0
45474,2015,3,10,17,1,37,37,38,30,-21,10,1024,8,SE,17.43,0,0
45475,2015,3,10,18,1,44,36,37,36,-21,11,1024,7,SE,22.35,0,0
45476,2015,3,10,19,1,74,62,61,66,-20,13,1024,6,SE,25.48,0,0
45477,2015,3,10,20,1,86,79,76,71,-18,15,1024,6,SE,28.61,0,0
45478,2015,3,10,21,1,87,75,69,72,-17,17,1024,6,cv,0.89,0,0
45479,2015,3,10,22,1,91,81,75,72,-14,33,1025,0,cv,1.78,0,0
45480,2015,3,10,23,1,94,80,78,78,-12,42,1024,-1,NE,0.89,0,0
45481,2015,3,11,0,1,87,81,71,75,-14,36,1024,-1,cv,0.45,0,0
45482,2015,3,11,1,1,78,102,74,93,-14,39,1024,-2,cv,0.9,NA,NA
45483,2015,3,11,2,1,109,152,112,104,-14,39,1024,-2,cv,1.79,0,0
45484,2015,3,11,3,1,120,148,129,98,-15,36,1024,-2,cv,2.68,0,0
45485,2015,3,11,4,1,110,140,118,101,-14,45,1024,-4,NW,3.13,0,0
45486,2015,3,11,5,1,79,142,109,93,-15,36,1024,-2,cv,0.89,0,0
45487,2015,3,11,6,1,66,137,113,85,-14,45,1025,-4,NW,0.89,0,0
45488,2015,3,11,7,1,68,60,52,31,-15,39,1026,-3,NW,2.68,0,0
45489,2015,3,11,8,1,26,49,34,31,-19,19,1026,2,NE,4.02,0,0
45490,2015,3,11,9,1,22,27,25,17,-20,15,1027,4,NE,9.83,0,0
45491,2015,3,11,10,1,NA,14,7,6,-21,13,1026,5,NE,14.75,0,0
45492,2015,3,11,11,1,NA,13,15,16,-21,11,1026,7,cv,3.13,0,0
45493,2015,3,11,12,1,11,19,9,11,-20,12,1025,7,SE,3.13,0,0
45494,2015,3,11,13,1,10,15,18,14,-22,9,1024,8,SE,6.26,0,0
45495,2015,3,11,14,1,14,16,22,15,-21,10,1022,9,cv,1.79,0,0
45496,2015,3,11,15,1,14,21,26,18,-21,9,1021,10,cv,3.58,0,0
45497,2015,3,11,16,1,16,21,19,15,-21,8,1020,12,cv,4.47,0,0
45498,2015,3,11,17,1,22,25,20,18,-21,9,1020,10,SE,4.92,0,0
45499,2015,3,11,18,1,23,30,29,23,-21,10,1020,8,SE,8.05,0,0
45500,2015,3,11,19,1,32,34,32,33,-20,12,1020,7,SE,11.18,0,0
45501,2015,3,11,20,1,47,48,44,39,-19,14,1020,6,SE,14.31,0,0
45502,2015,3,11,21,1,51,63,57,44,-19,14,1020,6,SE,17.44,0,0
45503,2015,3,11,22,1,65,91,60,55,-17,18,1020,5,SE,20.57,0,0
45504,2015,3,11,23,1,82,85,79,76,-16,21,1020,4,SE,23.7,0,0
45505,2015,3,12,0,1,89,82,82,77,-14,25,1020,4,SE,27.72,0,0
45506,2015,3,12,1,1,75,81,74,73,-13,29,1019,3,SE,30.85,0,0
45507,2015,3,12,2,1,81,89,77,74,-13,31,1019,2,SE,32.64,0,0
45508,2015,3,12,3,1,90,94,82,81,-12,39,1018,0,NE,1.79,0,0
45509,2015,3,12,4,1,90,94,79,83,-10,50,1018,-1,NE,3.58,0,0
45510,2015,3,12,5,1,84,100,86,93,-11,50,1018,-2,cv,0.89,0,0
45511,2015,3,12,6,1,88,110,96,94,-10,62,1018,-4,NW,0.89,0,0
45512,2015,3,12,7,1,89,114,104,88,-10,62,1018,-4,NE,0.89,0,0
45513,2015,3,12,8,1,86,136,98,85,-12,32,1018,3,NW,3.13,0,0
45514,2015,3,12,9,1,90,106,96,89,-13,27,1018,4,cv,0.89,0,0
45515,2015,3,12,10,1,85,116,98,78,-12,26,1018,6,cv,1.78,0,0
45516,2015,3,12,11,1,79,111,85,86,-13,20,1017,8,cv,2.67,0,0
45517,2015,3,12,12,1,74,84,80,63,-15,15,1016,10,cv,4.46,0,0
45518,2015,3,12,13,1,57,58,49,47,-16,12,1015,12,cv,6.25,0,0
45519,2015,3,12,14,1,43,45,40,42,-18,9,1014,13,cv,7.14,0,0
45520,2015,3,12,15,1,52,44,50,30,-18,9,1013,13,SE,3.13,0,0
45521,2015,3,12,16,1,53,50,50,46,-18,9,1013,13,cv,1.79,0,0
45522,2015,3,12,17,1,51,64,62,59,-18,10,1013,12,SE,1.79,0,0
45523,2015,3,12,18,1,64,70,65,75,-16,13,1014,11,cv,1.79,0,0
45524,2015,3,12,19,1,72,98,80,90,-14,18,1015,9,SE,1.79,0,0
45525,2015,3,12,20,1,87,104,93,86,-11,24,1016,8,SE,3.58,0,0
45526,2015,3,12,21,1,82,114,79,84,-10,32,1017,5,SE,4.47,0,0
45527,2015,3,12,22,1,98,125,94,111,-10,28,1018,7,SE,8.49,0,0
45528,2015,3,12,23,1,122,144,118,125,-4,55,1018,4,SE,11.62,0,0
45529,2015,3,13,0,1,123,155,143,146,-6,51,1019,3,SE,13.41,0,0
45530,2015,3,13,1,1,137,142,136,134,-4,64,1019,2,SE,15.2,0,0
45531,2015,3,13,2,1,122,136,122,123,-6,74,1019,-2,NE,0.89,0,0
45532,2015,3,13,3,1,114,133,112,110,-5,79,1019,-2,NW,0.89,0,0
45533,2015,3,13,4,1,105,130,106,111,-4,86,1019,-2,NE,0.89,0,0
45534,2015,3,13,5,1,104,129,103,126,-5,79,1020,-2,NW,0.89,0,0
45535,2015,3,13,6,1,113,142,104,130,-6,74,1020,-2,cv,0.45,0,0
45536,2015,3,13,7,1,121,153,113,155,-6,79,1021,-3,NW,1.79,0,0
45537,2015,3,13,8,1,134,149,129,118,-5,59,1023,2,NW,5.81,0,0
45538,2015,3,13,9,1,66,71,66,40,-17,17,1023,6,NE,4.92,0,0
45539,2015,3,13,10,1,32,32,29,26,-18,13,1024,8,NE,9.84,0,0
45540,2015,3,13,11,1,21,25,26,17,-19,11,1024,9,NE,14.76,0,0
45541,2015,3,13,12,1,23,22,29,21,-20,10,1023,10,NE,18.78,0,0
45542,2015,3,13,13,1,26,23,29,17,-19,9,1022,12,NE,21.91,0,0
45543,2015,3,13,14,1,15,17,26,9,-20,8,1022,12,cv,1.79,0,0
45544,2015,3,13,15,1,14,13,20,18,-21,8,1021,12,NE,1.79,0,0
45545,2015,3,13,16,1,18,16,24,16,-21,8,1021,12,SE,1.79,0,0
45546,2015,3,13,17,1,24,21,24,12,-21,8,1021,12,cv,0.89,0,0
45547,2015,3,13,18,1,23,29,16,27,-20,10,1021,10,SE,1.79,0,0
45548,2015,3,13,19,1,32,37,29,34,-20,10,1022,9,SE,4.92,0,0
45549,2015,3,13,20,1,39,45,36,41,-18,13,1023,8,SE,6.71,0,0
45550,2015,3,13,21,1,39,70,42,41,-10,37,1023,3,SE,7.6,0,0
45551,2015,3,13,22,1,55,106,68,96,-4,55,1025,4,SE,10.73,0,0
45552,2015,3,13,23,1,97,98,92,92,-4,64,1026,2,SE,13.86,0,0
45553,2015,3,14,0,1,84,81,73,70,-5,59,1026,2,SE,16.99,0,0
45554,2015,3,14,1,1,74,69,73,67,-5,64,1026,1,SE,20.12,0,0
45555,2015,3,14,2,1,67,62,63,62,-5,64,1026,1,SE,21.91,0,0
45556,2015,3,14,3,1,57,56,51,59,-5,64,1025,1,cv,0.89,0,0
45557,2015,3,14,4,1,57,55,52,54,-6,59,1025,1,cv,1.78,0,0
45558,2015,3,14,5,1,54,60,53,56,-5,64,1024,1,SE,1.79,0,0
45559,2015,3,14,6,1,60,66,59,67,-5,64,1024,1,cv,0.89,0,0
45560,2015,3,14,7,1,61,75,69,74,-5,64,1024,1,SE,0.89,0,0
45561,2015,3,14,8,1,68,80,77,82,-5,64,1024,1,cv,0.89,0,0
45562,2015,3,14,9,1,76,84,84,84,-4,64,1024,2,cv,1.78,0,0
45563,2015,3,14,10,1,90,103,96,99,-4,59,1024,3,NW,1.79,0,0
45564,2015,3,14,11,1,104,124,106,116,-4,59,1023,3,SE,1.79,0,0
45565,2015,3,14,12,1,116,153,114,124,-5,48,1021,5,SE,3.58,0,0
45566,2015,3,14,13,1,133,147,132,131,-5,42,1020,7,SE,6.71,0,0
45567,2015,3,14,14,1,133,135,124,120,-6,34,1018,9,SE,10.73,0,0
45568,2015,3,14,15,1,115,118,114,107,-7,29,1016,10,SE,13.86,0,0
45569,2015,3,14,16,1,120,126,113,112,-7,27,1016,11,SE,16.99,0,0
45570,2015,3,14,17,1,119,125,115,120,-7,29,1015,10,SE,18.78,0,0
45571,2015,3,14,18,1,142,133,124,119,-7,31,1016,9,SE,20.57,0,0
45572,2015,3,14,19,1,147,145,123,144,-8,31,1016,8,cv,0.89,0,0
45573,2015,3,14,20,1,144,156,128,135,-8,33,1017,7,cv,1.78,0,0
45574,2015,3,14,21,1,142,137,127,163,-7,41,1017,5,NW,0.89,0,0
45575,2015,3,14,22,1,182,185,142,165,-7,47,1017,3,NW,2.68,0,0
45576,2015,3,14,23,1,165,182,166,162,-7,51,1017,2,NW,4.47,0,0
45577,2015,3,15,0,1,160,174,155,162,-7,51,1018,2,NW,6.26,0,0
45578,2015,3,15,1,1,149,158,143,154,-6,51,1018,3,NW,8.05,0,0
45579,2015,3,15,2,1,149,160,144,150,-6,55,1018,2,cv,0.89,0,0
45580,2015,3,15,3,1,134,169,138,148,-6,59,1017,1,cv,1.78,0,0
45581,2015,3,15,4,1,98,183,127,149,-7,55,1018,1,cv,2.67,0,0
45582,2015,3,15,5,1,93,217,157,171,-6,68,1018,-1,NE,1.79,0,0
45583,2015,3,15,6,1,101,217,172,187,-6,68,1019,-1,NE,3.58,0,0
45584,2015,3,15,7,1,100,220,179,191,-6,74,1019,-2,SE,1.79,0,0
45585,2015,3,15,8,1,118,NA,155,155,-4,59,1020,3,cv,0.89,0,0
45586,2015,3,15,9,1,82,151,78,83,-7,33,1020,8,NW,1.79,0,0
45587,2015,3,15,10,1,70,82,93,89,-16,12,1019,12,cv,1.79,0,0
45588,2015,3,15,11,1,81,124,103,91,-17,10,1019,13,cv,2.68,0,0
45589,2015,3,15,12,1,75,77,83,59,-17,9,1018,15,cv,4.47,0,0
45590,2015,3,15,13,1,56,65,74,60,-14,10,1016,17,SE,4.02,0,0
45591,2015,3,15,14,1,57,71,55,58,-14,10,1015,17,SE,8.94,0,0
45592,2015,3,15,15,1,91,93,89,89,-15,9,1014,17,SE,16.09,0,0
45593,2015,3,15,16,1,80,102,86,77,-13,11,1014,17,SE,23.24,0,0
45594,2015,3,15,17,1,73,89,87,80,-12,13,1014,16,SE,28.16,0,0
45595,2015,3,15,18,1,80,89,90,80,-12,14,1014,15,SE,33.08,0,0
45596,2015,3,15,19,1,87,101,96,88,-12,17,1014,12,SE,36.21,0,0
45597,2015,3,15,20,1,107,111,102,108,-11,17,1015,13,SE,39.34,0,0
45598,2015,3,15,21,1,125,135,120,129,-10,20,1015,12,SE,42.47,0,0
45599,2015,3,15,22,1,145,152,136,137,-9,25,1015,10,SE,44.26,0,0
45600,2015,3,15,23,1,147,161,137,140,-8,27,1014,10,SE,47.39,0,0
45601,2015,3,16,0,1,152,172,148,153,-6,31,1014,10,SE,50.52,0,0
45602,2015,3,16,1,1,165,170,159,160,-5,36,1014,9,SE,52.31,0,0
45603,2015,3,16,2,1,171,147,144,140,-5,39,1013,8,SE,54.1,0,0
45604,2015,3,16,3,1,161,122,119,114,-5,39,1012,8,SE,55.89,0,0
45605,2015,3,16,4,1,133,122,121,110,-5,42,1012,7,cv,0.89,0,0
45606,2015,3,16,5,1,139,125,131,132,-3,45,1011,8,cv,1.78,0,0
45607,2015,3,16,6,1,125,135,134,125,-3,48,1011,7,NE,0.89,0,0
45608,2015,3,16,7,1,116,147,130,131,-3,48,1012,7,cv,0.89,0,0
45609,2015,3,16,8,1,143,157,148,144,-1,52,1012,8,NE,0.89,0,0
45610,2015,3,16,9,1,159,176,158,162,0,53,1013,9,NE,2.68,0,0
45611,2015,3,16,10,1,175,187,177,183,1,53,1013,10,cv,0.89,0,0
45612,2015,3,16,11,1,201,212,193,197,2,57,1013,10,SE,1.79,0,0
45613,2015,3,16,12,1,228,237,221,224,5,66,1012,11,SE,3.58,0,0
45614,2015,3,16,13,1,265,261,263,242,5,62,1011,12,SE,5.37,0,0
45615,2015,3,16,14,1,274,280,280,256,5,62,1010,12,SE,7.16,0,0
45616,2015,3,16,15,1,300,289,297,266,6,62,1010,13,SE,10.29,0,0
45617,2015,3,16,16,1,315,332,318,293,6,62,1010,13,SE,13.42,0,0
45618,2015,3,16,17,1,335,343,336,305,6,62,1010,13,SE,15.21,0,0
45619,2015,3,16,18,1,334,319,320,302,6,66,1010,12,SE,17,0,0
45620,2015,3,16,19,1,326,332,324,311,5,71,1011,10,cv,0.89,0,0
45621,2015,3,16,20,1,317,330,312,302,5,75,1012,9,cv,1.78,0,0
45622,2015,3,16,21,1,309,322,307,305,5,87,1013,7,cv,2.67,0,0
45623,2015,3,16,22,1,312,326,311,312,5,81,1014,8,NW,1.79,0,0
45624,2015,3,16,23,1,315,345,319,318,5,87,1015,7,NW,2.68,0,0
45625,2015,3,17,0,1,323,346,325,313,4,86,1015,6,NW,4.47,0,0
45626,2015,3,17,1,1,328,341,325,318,5,87,1016,7,NW,7.6,0,0
45627,2015,3,17,2,1,329,340,325,309,5,87,1016,7,NW,9.39,0,0
45628,2015,3,17,3,1,325,327,316,311,4,86,1016,6,NW,11.18,0,0
45629,2015,3,17,4,1,321,323,317,313,3,86,1016,5,cv,0.89,0,0
45630,2015,3,17,5,1,321,313,308,311,4,93,1017,5,cv,1.78,0,0
45631,2015,3,17,6,1,314,297,304,303,3,93,1018,4,NW,1.79,0,0
45632,2015,3,17,7,1,298,316,306,304,3,93,1020,4,cv,0.89,0,0
45633,2015,3,17,8,1,268,364,325,315,5,93,1021,6,cv,1.78,0,0
45634,2015,3,17,9,1,273,378,352,317,5,75,1022,9,SE,1.79,0,0
45635,2015,3,17,10,1,265,330,317,211,4,57,1022,12,SE,3.58,0,0
45636,2015,3,17,11,1,186,168,174,150,0,35,1022,15,SE,6.71,0,0
45637,2015,3,17,12,1,143,168,161,143,-8,18,1021,16,SE,10.73,0,0
45638,2015,3,17,13,1,142,145,146,119,-3,25,1020,17,SE,14.75,0,0
45639,2015,3,17,14,1,115,113,112,93,-5,21,1019,17,SE,18.77,0,0
45640,2015,3,17,15,1,133,135,139,133,-7,18,1018,17,SE,22.79,0,0
45641,2015,3,17,16,1,157,156,157,144,-6,21,1018,16,SE,27.71,0,0
45642,2015,3,17,17,1,155,133,155,128,-5,24,1018,15,SE,32.63,0,0
45643,2015,3,17,18,1,131,144,148,136,-4,28,1018,14,SE,37.55,0,0
45644,2015,3,17,19,1,127,135,139,113,-4,32,1019,12,SE,42.47,0,0
45645,2015,3,17,20,1,90,112,94,90,-4,34,1019,11,SE,47.39,0,0
45646,2015,3,17,21,1,57,52,50,38,-5,34,1020,10,SE,52.31,0,0
45647,2015,3,17,22,1,34,32,38,29,-6,34,1021,9,SE,57.23,0,0
45648,2015,3,17,23,1,33,35,37,34,-7,33,1021,8,SE,61.25,0,0
45649,2015,3,18,0,1,29,36,30,31,-7,33,1021,8,SE,64.38,0,0
45650,2015,3,18,1,1,26,26,29,29,-7,36,1021,7,SE,67.51,0,0
45651,2015,3,18,2,1,27,27,29,27,-7,36,1020,7,cv,0.89,0,0
45652,2015,3,18,3,1,29,29,33,25,-6,41,1019,6,SE,0.89,0,0
45653,2015,3,18,4,1,28,30,27,21,-6,41,1019,6,cv,0.89,0,0
45654,2015,3,18,5,1,20,33,29,30,-6,44,1018,5,SE,1.79,0,0
45655,2015,3,18,6,1,26,45,22,35,-6,44,1018,5,NE,1.79,0,0
45656,2015,3,18,7,1,36,63,51,56,-5,48,1018,5,cv,0.89,0,0
45657,2015,3,18,8,1,38,54,30,40,-6,39,1018,7,SE,1.79,0,0
45658,2015,3,18,9,1,31,50,51,34,-7,33,1018,8,SE,3.58,0,0
45659,2015,3,18,10,1,34,39,NA,36,-8,27,1018,10,SE,6.71,0,0
45660,2015,3,18,11,1,34,40,NA,35,-10,21,1017,11,SE,9.84,0,0
45661,2015,3,18,12,1,34,37,18,30,-11,18,1016,12,SE,12.97,0,0
45662,2015,3,18,13,1,34,31,35,41,-12,17,1015,12,SE,14.76,0,0
45663,2015,3,18,14,1,40,39,43,43,-11,17,1014,13,SE,17.89,0,0
45664,2015,3,18,15,1,40,NA,43,48,-10,17,1013,14,SE,21.02,0,0
45665,2015,3,18,16,1,52,47,52,48,-10,17,1012,14,SE,24.15,0,0
45666,2015,3,18,17,1,56,53,53,58,-9,20,1012,13,SE,27.28,0,0
45667,2015,3,18,18,1,69,62,64,67,-9,23,1012,11,SE,30.41,0,0
45668,2015,3,18,19,1,80,76,76,73,-8,27,1013,10,SE,32.2,0,0
45669,2015,3,18,20,1,83,94,80,80,-7,29,1013,10,SE,33.99,0,0
45670,2015,3,18,21,1,90,113,86,104,-6,41,1014,6,SE,34.88,0,0
45671,2015,3,18,22,1,101,139,98,103,-6,44,1014,5,cv,0.89,0,0
45672,2015,3,18,23,1,110,133,99,125,-5,51,1015,4,NE,0.89,0,0
45673,2015,3,19,0,1,108,141,110,113,-5,51,1015,4,cv,0.89,0,0
45674,2015,3,19,1,1,123,141,118,133,-5,55,1016,3,cv,1.34,0,0
45675,2015,3,19,2,1,124,129,121,90,-6,51,1016,3,cv,2.23,0,0
45676,2015,3,19,3,1,97,128,102,89,-6,55,1016,2,NW,3.13,0,0
45677,2015,3,19,4,1,79,95,87,79,-7,47,1015,3,NW,6.26,0,0
45678,2015,3,19,5,1,74,97,84,78,-7,51,1016,2,NW,9.39,0,0
45679,2015,3,19,6,1,83,90,76,81,-7,51,1016,2,NW,11.18,0,0
45680,2015,3,19,7,1,84,128,94,110,-7,47,1017,3,NW,12.97,0,0
45681,2015,3,19,8,1,93,145,126,112,-6,39,1018,7,cv,0.89,0,0
45682,2015,3,19,9,1,84,137,119,97,-8,23,1019,12,NW,1.79,0,0
45683,2015,3,19,10,1,82,109,102,100,-8,22,1019,13,NW,3.58,0,0
45684,2015,3,19,11,1,72,122,88,80,-9,18,1019,15,cv,0.89,0,0
45685,2015,3,19,12,1,67,79,58,60,-10,15,1018,16,cv,2.68,0,0
45686,2015,3,19,13,1,64,63,56,57,-12,11,1017,18,SE,1.79,0,0
45687,2015,3,19,14,1,54,61,62,53,-11,12,1016,19,SE,5.81,0,0
45688,2015,3,19,15,1,53,66,58,60,-12,10,1015,20,SE,10.73,0,0
45689,2015,3,19,16,1,59,64,66,62,-12,11,1014,19,SE,15.65,0,0
45690,2015,3,19,17,1,75,79,77,77,-11,12,1014,19,SE,20.57,0,0
45691,2015,3,19,18,1,84,90,89,79,-10,14,1014,17,SE,26.38,0,0
45692,2015,3,19,19,1,113,116,111,100,-9,15,1015,17,SE,32.19,0,0
45693,2015,3,19,20,1,124,137,127,122,-7,19,1015,16,SE,36.21,0,0
45694,2015,3,19,21,1,144,152,150,136,-6,27,1017,12,NE,1.79,0,0
45695,2015,3,19,22,1,141,156,148,138,-6,27,1017,12,SE,0.89,0,0
